Position,MeanYear,Longitude,Latitude
Forward,1988,-1.3811,54.9061
Midfielder,1988,-1.5639,54.95
Forward,1988,-3.065,53.4231
Forward,1988,-1.1333,52.6333
Forward,1988,25.65,60.9833
Defender,1988,6.0628,49.33
Defender,1988,-61.7292,15.9958
Forward,1988,4.8083,45.715
Midfielder,1988,1.4439,43.6044
Defender,1988,7.8,51.4333
Defender,1988,7.4667,51.5167
Defender,1988,6.4333,51.2
Forward,1988,10.0014,53.5653
Midfielder,1988,11.9589,49.0256
Forward,1988,8.9167,50.1333
,1988,,
Midfielder,1988,21.9167,39.3667
Midfielder,1988,144.9631,-37.8136
Defender,1988,-86.8333,15.7667
Midfielder,1988,16.5831,47.685
Forward,1988,46.3,38.0667
Defender,1988,51.4231,35.6961
Defender,1988,19.85,45.25
Defender,1988,35.0097,31.0086
Forward,1988,35.0097,31.0086
Forward,1988,34.8081,31.8978
Defender,1988,10.1333,44.0333
Forward,1988,9.2667,45.5833
Midfielder,1988,10.0833,45.5167
Midfielder,1988,136.9133,35.18
Midfielder,1988,139.6917,35.6894
Forward,1988,135.7556,35.0217
Forward,1988,140.1,35.6
Midfielder,1988,135.1956,34.69
Goalkeeper,1988,138.3833,34.9833
Forward,1988,135.7556,35.0217
Defender,1988,6.13,49.6117
Forward,1988,-99.1333,19.4333
Defender,1988,4.35,51.9
Midfielder,1988,6.6667,52.35
Defender,1988,4.5,51.9167
Midfielder,1988,5.1167,52.0833
Defender,1988,4.8333,52.4333
,1988,-0.1167,51.5
Forward,1988,102.2561,2.2056
Forward,1988,5.75,5.5167
Defender,1988,10.1911,11.6742
,1988,11.9578,65.6753
Midfielder,1988,11.0561,60.7992
Midfielder,1988,-57.35,-25.4833
Defender,1988,-57.4872,-25.27
Forward,1988,-55.88,-27.33
Forward,1988,18.7833,50.3
Goalkeeper,1988,21.0333,52.2167
Midfielder,1988,17.75,54.55
Defender,1988,21.0167,52.2333
Forward,1988,19.2667,50.1333
Defender,1988,-8.3,41.45
Defender,1988,-8.8833,38.5333
Defender,1988,-8.4319,41.5461
Forward,1988,13.2344,-8.8383
Defender,1988,-3.4392,56.0719
Forward,1988,-3.9397,56.1172
Midfielder,1988,-3.9683,55.8431
Defender,1988,-4.6614,55.62
Midfielder,1988,-4.2589,55.8581
Defender,1988,18.0686,59.3294
Forward,1988,-4.2589,55.8581
Defender,1988,126.9667,37.55
Forward,1988,,
Forward,1988,37.6167,55.75
Midfielder,1988,,
Midfielder,1988,34.4,47.5667
Midfielder,1988,,
Defender,1988,-2.4831,43.05
Defender,1988,-1.5,37.7667
Defender,1988,-2.2667,43.1833
Defender,1988,-16.5247,28.3906
Defender,1988,-2.1,42.2167
Defender,1988,-2.9236,43.2569
Forward,1988,-3.7167,40.3833
Defender,1988,15.6311,60.6072
Midfielder,1988,13.35,55.6667
Forward,1988,16.5528,59.6161
Midfielder,1988,13.35,55.6667
Defender,1988,15.6311,60.6072
Forward,1988,16.5528,59.6161
Defender,1988,,
Midfielder,1988,28.3206,37.9125
Defender,1988,-1.5106,52.4081
Forward,1988,-122.0419,37.3175
Forward,1988,-97.6233,48.7953
Defender,1988,-73.5233,40.7633
Goalkeeper,1988,-77.0167,38.8833
Midfielder,1988,-73.995,41.1456
Defender,1988,-80,40.4417
Defender,1988,-90.1978,38.6272
Midfielder,1988,-2.2333,53.4667
Forward,1988,-76.8597,39.0958
Defender,1988,-74.1208,40.7536
Midfielder,1988,,
Defender,1988,-56.1819,-34.8836
Goalkeeper,1988,-56.1819,-34.8836
Forward,1988,-56.1819,-34.8836
Midfielder,1988,-56.1819,-34.8836
Forward,1988.5,1.0203,33.6803
Midfielder,1988.5,-58.3667,-34.6667
Midfielder,1988.5,-58.3817,-34.6033
Defender,1988.5,-64.1833,-31.4167
Midfielder,1988.5,144.9631,-37.8136
Forward,1988.5,144.9631,-37.8136
Defender,1988.5,4.4167,50.8
Midfielder,1988.5,4.8667,51.3167
Midfielder,1988.5,-63.1833,-17.8
Defender,1988.5,-63.1833,-17.8
Defender,1988.5,-43.1964,-22.9083
Goalkeeper,1988.5,-43.1964,-22.9083
Defender,1988.5,-46.6333,-23.55
Midfielder,1988.5,-46.6333,-23.55
Goalkeeper,1988.5,121.6392,38.9208
Midfielder,1988.5,-84.0825,9.9589
Forward,1988.5,-84.1167,9.9964
Forward,1988.5,19.3083,49.0786
Midfielder,1988.5,18.6728,49.6778
Forward,1988.5,11.085,55.6814
Forward,1988.5,,
Defender,1988.5,-3.2261,54.1108
Midfielder,1988.5,-0.1192,51.4903
Midfielder,1988.5,-1.1333,52.95
Midfielder,1988.5,-2.0069,55.7711
Defender,1988.5,22.2667,60.45
Defender,1988.5,11.7489,48.4028
Midfielder,1988.5,7.1833,51.2667
Goalkeeper,1988.5,23.7167,37.9667
Defender,1988.5,-47.8667,-15.7833
Midfielder,1988.5,23.7167,37.9667
Defender,1988.5,25.4667,37.0833
Defender,1988.5,18.9536,46.1833
Forward,1988.5,19.0514,47.4925
Midfielder,1988.5,12.4833,41.9
Forward,1988.5,10.0333,45.1333
Midfielder,1988.5,139.65,35.8667
Midfielder,1988.5,129.8667,32.7833
Defender,1988.5,139.6422,35.4475
Forward,1988.5,135.85,35.0167
Defender,1988.5,132.4553,34.3853
Defender,1988.5,136.9133,35.18
Forward,1988.5,130.4,33.5833
Goalkeeper,1988.5,6.1167,49.6
Midfielder,1988.5,-103.35,20.6667
Defender,1988.5,5.4833,51.4333
Defender,1988.5,6.9,52.2167
Midfielder,1988.5,4.8333,52.4333
Forward,1988.5,174.7772,-41.2889
Goalkeeper,1988.5,3.3958,6.4531
Midfielder,1988.5,7.0389,5.7964
Forward,1988.5,10.435,59.8353
Midfielder,1988.5,16.5833,52.6
Midfielder,1988.5,-8.6333,41
Midfielder,1988.5,-7.3667,38.3333
Defender,1988.5,-8.8833,38.5333
Midfielder,1988.5,-8.7444,41.3528
Goalkeeper,1988.5,26.3997,47.9597
Forward,1988.5,26.6453,44.7181
Forward,1988.5,128.9,37.75
Goalkeeper,1988.5,126.9667,37.55
Midfielder,1988.5,23.6436,49.7822
Goalkeeper,1988.5,-5.7767,43.2508
Defender,1988.5,-6.75,41.05
Defender,1988.5,-2.9236,43.2569
Midfielder,1988.5,-3.7167,40.3833
Forward,1988.5,7.8333,47.45
Midfielder,1988.5,27.4222,38.6306
Forward,1988.5,-81.7839,24.5592
Defender,1988.5,-87.9558,43.0522
Defender,1988.5,-118.3414,33.8347
Defender,1988.5,-56.5167,-33.3667
Goalkeeper,1988.5,-56.1819,-34.8836
Goalkeeper,1988.5,-56.1819,-34.8836
Defender,1988.5,-57.8442,-34.4714
Midfielder,1988.5,-57.95,-31.3833
Midfielder,1988.5,-56.1819,-34.8836
Forward,1988.5,-56.1819,-34.8836
Defender,1989,-0.6331,35.6969
Midfielder,1989,3.1333,36.7167
Forward,1989,2.8333,50.4322
Goalkeeper,1989,-58.3817,-34.6033
Goalkeeper,1989,-58.3817,-34.6033
Midfielder,1989,-58.3817,-34.6033
Forward,1989,-62.35,-32.4167
Defender,1989,-59.25,-29.1333
Defender,1989,-58.3817,-34.6033
Midfielder,1989,16.3667,48.2
Defender,1989,5.25,50.7
Forward,1989,-63.1833,-17.8
Midfielder,1989,-40.1833,-10.45
Midfielder,1989,-46.6333,-23.55
Midfielder,1989,-47.0572,-22.9008
Forward,1989,-48.2886,-18.9231
Defender,1989,-51.235,-29.6928
Midfielder,1989,-38.4767,-12.9747
Forward,1989,-47.0572,-22.9008
Defender,1989,-43.1964,-22.9083
Midfielder,1989,11.5167,3.8667
Forward,1989,-2.2333,53.4667
Midfielder,1989,-70.6667,-33.4333
Defender,1989,113.2667,23.1333
Forward,1989,113.2667,23.1333
Defender,1989,115.73,24.1347
Midfielder,1989,-76.5222,3.4206
Forward,1989,14.8581,50.0739
Defender,1989,17.4583,49.0658
Goalkeeper,1989,10.3886,55.3958
Defender,1989,13.3428,50.9119
Defender,1989,11.0467,51.8958
Defender,1989,12.7253,51.2386
Defender,1989,12.1333,54.0833
Defender,1989,,
Midfielder,1989,-2.84,53.36
Goalkeeper,1989,-0.1561,52.9414
Defender,1989,-2.2181,53.8347
Forward,1989,-0.1908,51.5003
Goalkeeper,1989,-0.2294,51.5467
Midfielder,1989,-76.8,17.9833
Forward,1989,24.9375,60.1708
Midfielder,1989,5.37,43.2964
Defender,1989,4.0792,48.2997
Midfielder,1989,9.2078,52.4508
Defender,1989,13.3833,52.5167
Defender,1989,10.0014,53.5653
Goalkeeper,1989,22.4167,39.6333
Midfielder,1989,23.7167,37.9667
Defender,1989,22.5667,41
Midfielder,1989,20.3,48.2167
Midfielder,1989,19.0514,47.4925
Goalkeeper,1989,51.4231,35.6961
Forward,1989,51.4231,35.6961
,1989,34.945,32.6486
Midfielder,1989,34.7833,32.0667
Forward,1989,9.2167,45.7
Goalkeeper,1989,12.3889,43.1122
Midfielder,1989,14.9172,40.9342
Defender,1989,13.2333,46.0667
Forward,1989,13.2392,43.5236
Defender,1989,9.6833,45.3667
Defender,1989,129.8,32.9667
Defender,1989,138.3833,34.9833
Midfielder,1989,-99.1333,19.4333
Midfielder,1989,5.7833,52.3833
Goalkeeper,1989,5.9667,51.9667
Midfielder,1989,4.5833,51.9333
,1989,-0.1167,51.5
Forward,1989,7.4833,9.0667
,1989,-0.1833,51.8167
Forward,1989,-7.3075,54.9958
Goalkeeper,1989,10.3933,63.4297
Goalkeeper,1989,5.7189,58.9633
Midfielder,1989,-58.25,-34.7167
Midfielder,1989,-56.45,-25.4167
Midfielder,1989,20.5,53.7833
Forward,1989,19,50.25
Forward,1989,-9.1392,38.7136
Midfielder,1989,-8.3,41.45
Forward,1989,-9.15,38.7667
Midfielder,1989,-8.9667,38.7
Forward,1989,-9.1392,38.7136
Defender,1989,-3.9397,56.1172
Midfielder,1989,-4.0261,55.8164
Defender,1989,68.78,38.5367
Forward,1989,37.6167,55.75
Midfielder,1989,-4.9069,41.415
Defender,1989,-3.7167,40.3833
Defender,1989,-5.55,37.2667
Goalkeeper,1989,-1.9856,43.3214
Defender,1989,-5.9869,37.3772
Midfielder,1989,-3.7167,40.3833
Defender,1989,-1.7886,43.3378
Goalkeeper,1989,15.85,57.6667
Forward,1989,14.6358,63.1792
Forward,1989,12.7167,56.05
Forward,1989,14.6358,63.1792
Forward,1989,12.7167,56.05
Goalkeeper,1989,15.85,57.6667
Midfielder,1989,8.55,47.3667
Forward,1989,7.8,46.3
Forward,1989,28.955,41.0136
Midfielder,1989,37.3833,37.0667
Forward,1989,-77.2667,39.1833
Midfielder,1989,-118.3414,33.8347
Midfielder,1989,-88.0981,13.775
Defender,1989,,
Goalkeeper,1989,-56.1819,-34.8836
Midfielder,1989,-56.1819,-34.8836
Midfielder,1989,-56.1819,-34.8836
Midfielder,1989,-58.2167,-33.5333
Forward,1989,-56.1819,-34.8836
Midfielder,1989.5,7.3333,47.75
Defender,1989.5,,
Forward,1989.5,-58.3817,-34.6033
Forward,1989.5,-58.3817,-34.6033
Forward,1989.5,130.8333,-12.45
Midfielder,1989.5,16.3667,48.2
Defender,1989.5,15.6192,47.5675
Defender,1989.5,16.2667,48.0833
Defender,1989.5,16.2667,48.0833
Defender,1989.5,4.3833,50.8667
Defender,1989.5,-49.0606,-22.3147
Midfielder,1989.5,-43.0539,-22.8269
Defender,1989.5,10.1333,3.8
Forward,1989.5,-71.8333,-33.95
Defender,1989.5,122.1167,37.5167
Defender,1989.5,12.6167,55.6167
Midfielder,1989.5,12.5036,55.6608
Defender,1989.5,11.4167,52.2833
Defender,1989.5,11.9667,51.4833
Forward,1989.5,-2.075,52.5258
Forward,1989.5,23.7667,61.5
Defender,1989.5,27.6783,62.8925
Midfielder,1989.5,5.4761,43.4553
Defender,1989.5,-4.0333,5.3167
Defender,1989.5,10.8,49.7
Goalkeeper,1989.5,10.9,48.3667
Defender,1989.5,8.9167,50.1333
Defender,1989.5,-1.6167,6.6667
Defender,1989.5,23.7167,37.9667
Forward,1989.5,4.35,50.85
Midfielder,1989.5,-88.0333,15.5
,1989.5,-87.4667,15.7833
Midfielder,1989.5,18.9536,46.1833
Forward,1989.5,18.3947,47.5861
Midfielder,1989.5,51.4231,35.6961
Midfielder,1989.5,49.4622,37.4728
Goalkeeper,1989.5,9.1833,45.4667
Forward,1989.5,,
Forward,1989.5,13.35,41.35
Midfielder,1989.5,140.1233,35.605
Midfielder,1989.5,138.4897,35.0158
Midfielder,1989.5,6.1167,49.6
Midfielder,1989.5,-103.35,20.6667
Defender,1989.5,5.65,51.4833
Midfielder,1989.5,5.6925,53.0544
Midfielder,1989.5,5.9167,51.9833
Midfielder,1989.5,-2.6317,53.5447
Forward,1989.5,-6.3489,54.1761
Forward,1989.5,7.7278,63.1103
Midfielder,1989.5,-77.0283,-12.0433
Defender,1989.5,-9.1392,38.7136
Defender,1989.5,13.4167,-12.55
Defender,1989.5,-8.5881,41.1331
Forward,1989.5,-4.6289,55.4581
Goalkeeper,1989.5,126.9667,37.55
Defender,1989.5,126.9667,37.55
Defender,1989.5,128.8811,35.2342
Forward,1989.5,39.2106,51.6717
Defender,1989.5,48.3667,54.3167
Forward,1989.5,-6.5517,37.3842
Midfielder,1989.5,-1.1072,40.3436
Midfielder,1989.5,-3.7167,40.3833
Midfielder,1989.5,13.0358,55.6058
Midfielder,1989.5,13.0358,55.6058
Defender,1989.5,-77.4594,43.2089
Forward,1989.5,-80.2122,26.2464
Defender,1989.5,-55.4667,-31.5667
Defender,1989.5,-58.3817,-34.6033
Midfielder,1989.5,-56.1819,-34.8836
Forward,1989.5,-56.1819,-34.8836
Forward,1989.5,-56.1819,-34.8836
Midfielder,1990,-0.6331,35.6969
Forward,1990,-58.3817,-34.6033
Midfielder,1990,20.8017,41.1169
Defender,1990,149.1167,-35.3
Defender,1990,16.3667,48.2
Defender,1990,3.2333,51.2167
Goalkeeper,1990,5.5,50.5833
Midfielder,1990,3.8,50.8667
Forward,1990,3.1167,50.9333
Forward,1990,-35.8811,-7.2306
Forward,1990,-40.2556,-15.2536
Midfielder,1990,-49.4333,-28.5833
Defender,1990,-54.1069,-31.3308
Defender,1990,11.5167,3.8667
Midfielder,1990,9.6833,4.05
Defender,1990,,
Defender,1990,-4.055,55.7775
Midfielder,1990,-70.6667,-33.45
Forward,1990,-70.5167,-33.35
Midfielder,1990,-70.6667,-33.4333
Midfielder,1990,-76.5222,3.4206
Midfielder,1990,-74.6939,7.0275
Forward,1990,-76.5222,3.4206
Midfielder,1990,-75.5906,6.2308
Midfielder,1990,15.9833,45.8167
Midfielder,1990,20.7333,42.2167
Defender,1990,19.4667,42.7833
Defender,1990,14.4167,45.3167
Forward,1990,15.9833,45.8167
Forward,1990,16.15,50.3333
Defender,1990,17.4583,49.0658
Defender,1990,10.1833,56.0333
Midfielder,1990,12.5333,55.6667
Midfielder,1990,11.6167,52.1333
Defender,1990,11.0333,50.9833
Midfielder,1990,14.4167,51.8667
Defender,1990,13.7333,51.0333
Goalkeeper,1990,11.9667,51.4833
Forward,1990,12.4333,50.985
Forward,1990,-79.8833,-2.1833
Forward,1990,31.2167,30.0167
Midfielder,1990,32.2833,31.25
Midfielder,1990,-0.0053,51.4614
Defender,1990,-1.1739,51.6619
Forward,1990,-1.8781,52.3911
Midfielder,1990,4.8333,45.7667
Defender,1990,7.0128,43.5514
Forward,1990,-2.0489,48.4564
Forward,1990,5.37,43.2964
Midfielder,1990,6.9394,51.1714
Defender,1990,9.0814,49.4653
Midfielder,1990,11.0167,49.5833
Midfielder,1990,-0.55,6.1667
Goalkeeper,1990,22.05,40.9667
Midfielder,1990,23.7167,37.9667
Forward,1990,23.55,41.0833
Forward,1990,18.8867,47.6697
Defender,1990,19.0514,47.4925
Defender,1990,19.7869,48.0853
Defender,1990,,
Midfielder,1990,51.4961,36.6489
Midfielder,1990,51.4231,35.6961
Forward,1990,49.1056,30.4356
Goalkeeper,1990,34.7833,32.0667
Midfielder,1990,35.0097,31.0086
Forward,1990,34.9833,32.8167
Midfielder,1990,9.4,45.85
Defender,1990,9.1833,45.4667
Midfielder,1990,139.6422,35.4475
Forward,1990,136.9133,35.18
Defender,1990,-100.3,25.6667
Defender,1990,-99.1333,19.4333
Midfielder,1990,-102.065,22.3489
Defender,1990,4.9,52.3667
Defender,1990,151.2094,-33.8597
Midfielder,1990,3.2,6.8167
Forward,1990,3.3958,6.4531
Defender,1990,-5.8089,54.7161
Midfielder,1990,10.3933,63.4297
Midfielder,1990,-57.0283,-26.8867
Forward,1990,-57.635,-25.2819
Forward,1990,-57.4872,-25.27
,1990,18.8667,50.45
Midfielder,1990,18.9,51.2
Forward,1990,14.8281,53.5636
Defender,1990,-9.1392,38.7136
Midfielder,1990,-8.5847,37.1942
Goalkeeper,1990,-8.8833,38.5333
Defender,1990,-9.1583,38.6803
Defender,1990,23.8167,44.3333
Midfielder,1990,26.1039,44.4325
Forward,1990,23.7167,44.5667
Goalkeeper,1990,-3.7769,55.675
Forward,1990,-4.0261,55.8164
Midfielder,1990,-4.4958,55.6111
Midfielder,1990,-4.2589,55.8581
Goalkeeper,1990,-4.5028,55.8347
Midfielder,1990,-4.055,55.7775
Midfielder,1990,127.55,37.4833
Defender,1990,126.9667,37.55
Forward,1990,-5.5333,40.1167
Midfielder,1990,-2.4333,37.9667
Midfielder,1990,-3.3667,40.4667
Defender,1990,-16.25,28.4667
Forward,1990,-6.3667,39.4833
Goalkeeper,1990,11.1667,58.9333
Defender,1990,11.9667,57.7
Midfielder,1990,12.8333,55.8667
Goalkeeper,1990,11.1667,58.9333
Midfielder,1990,12.8333,55.8667
Defender,1990,11.9667,57.7
Midfielder,1990,7.25,47.1333
Defender,1990,8.0667,47.2333
Midfielder,1990,28.955,41.0136
Forward,1990,-74.7639,40.2236
Forward,1990,-77.0189,39.0042
Forward,1990,-56.1819,-34.8836
Midfielder,1990,-56.1819,-34.8836
Forward,1990,-58.3,-33.1333
Midfielder,1990,-58.0333,-33.25
Goalkeeper,1990.5,5.4,36.1833
Forward,1990.5,4.6833,51.2833
Defender,1990.5,-38.7869,-10.9628
Defender,1990.5,-48.9908,-24.6569
Goalkeeper,1990.5,-52.2739,-27.6339
Forward,1990.5,-43.1964,-22.9083
Forward,1990.5,-46.9194,-22.6061
Forward,1990.5,-79.65,43.6
Defender,1990.5,-76.7333,8.1
Midfielder,1990.5,-76.6581,5.6922
Forward,1990.5,-74.2053,11.2419
Defender,1990.5,-84.3111,10.0722
Defender,1990.5,17.65,44.1667
Defender,1990.5,16.4333,46.5
Forward,1990.5,19.4667,42.7833
Midfielder,1990.5,15.8333,50.2094
Forward,1990.5,16.7708,49.0486
Forward,1990.5,12.5519,55.7506
Midfielder,1990.5,12.4164,55.6547
Forward,1990.5,12.5667,55.7167
Forward,1990.5,10.1167,56.15
Forward,1990.5,-1.3811,54.9061
Defender,1990.5,24.9333,60.1667
Defender,1990.5,24.9375,60.1708
Goalkeeper,1990.5,26.75,63.2333
Midfielder,1990.5,25.65,60.9833
Midfielder,1990.5,4.3911,44.6206
Forward,1990.5,1.6147,50.7264
Goalkeeper,1990.5,7.5978,50.3597
Midfielder,1990.5,-87.2167,14.1
Midfielder,1990.5,18.2331,46.0714
Defender,1990.5,17.4681,47.3236
Midfielder,1990.5,19.7144,47.9203
Forward,1990.5,35.2167,31.7833
Forward,1990.5,13.3667,38.1167
Midfielder,1990.5,139.65,35.8667
Defender,1990.5,136.6167,34.9667
Forward,1990.5,135.1956,34.69
Midfielder,1990.5,136.9133,35.18
Defender,1990.5,138.4897,35.0158
Forward,1990.5,-97.7331,21.2
Goalkeeper,1990.5,-55.1667,5.8667
Defender,1990.5,-55.1667,5.8667
Defender,1990.5,-55.1667,5.8667
Forward,1990.5,5.65,51.4833
Midfielder,1990.5,-120.8464,56.2525
Defender,1990.5,4.4,51.9167
Forward,1990.5,-2.0169,54.975
Goalkeeper,1990.5,3.3958,6.4531
Forward,1990.5,-6.3322,54.4647
Defender,1990.5,-6.2833,54.8667
Forward,1990.5,-5.93,54.5969
Goalkeeper,1990.5,-57.635,-25.2819
Defender,1990.5,18.6333,54.3667
Defender,1990.5,16.6167,50.7
Goalkeeper,1990.5,18.95,50.3
Goalkeeper,1990.5,20.5,53.7833
Forward,1990.5,19.4667,51.7833
Defender,1990.5,-4.7897,55.6353
Midfielder,1990.5,128.6,35.8667
Defender,1990.5,-0.3833,39.4667
Midfielder,1990.5,-0.8833,41.65
Defender,1990.5,-5.845,43.36
Midfielder,1990.5,-5.7,43.5333
Midfielder,1990.5,-0.3833,39.4667
Forward,1990.5,-3.3722,38.0139
Midfielder,1990.5,-1.8667,43.1667
Defender,1990.5,18.0667,59.35
Midfielder,1990.5,14.8092,56.8769
Forward,1990.5,12.0097,57.6833
Forward,1990.5,12.0097,57.6833
Midfielder,1990.5,14.8092,56.8769
Defender,1990.5,18.0667,59.35
Midfielder,1990.5,7.45,46.95
Midfielder,1990.5,7.2667,47.0333
Midfielder,1990.5,32.4833,37.8667
Forward,1990.5,30.6833,36.9
Defender,1990.5,-77.0367,38.895
Forward,1990.5,-122.0375,37.3711
Defender,1990.5,-121.9,37.3333
Midfielder,1990.5,-117.9939,33.7514
Defender,1990.5,-122.065,37.9064
Midfielder,1991,-60.6667,-32.95
Goalkeeper,1991,-59.0333,-34.0833
Goalkeeper,1991,-58.3817,-34.6033
Midfielder,1991,-58.3833,-34.8
Defender,1991,-62.1,-32.7
Forward,1991,-60.6667,-32.95
Forward,1991,-64.1,-32.1833
Forward,1991,-58.3817,-34.6033
Defender,1991,-57.9544,-34.9211
Goalkeeper,1991,-60.7,-31.6333
Midfielder,1991,-2.5833,53.1667
Forward,1991,10.9306,47.2653
Forward,1991,16.3667,48.2
Forward,1991,15.4333,47.0667
Forward,1991,16.3667,48.2
Midfielder,1991,4.0167,50.8333
Midfielder,1991,5.55,51.25
Midfielder,1991,4.1833,50.4667
Defender,1991,-43.1964,-22.9083
Forward,1991,-46.6333,-23.55
Midfielder,1991,-48.1761,-21.7947
Defender,1991,-34.9,-8.05
Defender,1991,-47.4142,-22.7544
Forward,1991,-43.1964,-22.9083
Forward,1991,-49.25,-25.4167
Forward,1991,-45.8786,-23.1864
Defender,1991,-43.1964,-22.9083
Defender,1991,11.5167,3.8667
Defender,1991,-75.5906,6.2308
Midfielder,1991,-83.45,8.9667
Defender,1991,-84.3833,9.9833
Defender,1991,16.3667,45.0667
Midfielder,1991,16.7167,42.95
Midfielder,1991,15.9833,45.8167
Midfielder,1991,15.9833,45.8167
Defender,1991,,
Midfielder,1991,12.5667,55.7167
Forward,1991,,
Defender,1991,9.4333,55.0333
Midfielder,1991,12.5683,55.6761
Defender,1991,,
Goalkeeper,1991,-78.35,-0.15
Midfielder,1991,31.2167,30.0333
Midfielder,1991,31.2167,30.0333
Forward,1991,-0.1192,51.4903
Midfielder,1991,-1.8936,52.4831
Defender,1991,0.0333,51.5167
Defender,1991,-1.5839,52.5131
Goalkeeper,1991,0.4797,51.7361
Midfielder,1991,-0.9731,51.4542
Midfielder,1991,3.9167,7.3964
Defender,1991,144.9631,-37.8136
Defender,1991,-0.0594,51.5433
Forward,1991,-2.1011,54.9711
Defender,1991,24.75,59.4167
Defender,1991,24.7453,59.4372
Midfielder,1991,22.2667,60.45
Midfielder,1991,25.1,60.4
Defender,1991,4.6178,45.8364
Defender,1991,2.8956,42.6986
Goalkeeper,1991,6.1317,43.12
Forward,1991,-0.3667,49.1833
Defender,1991,11,49.4667
Defender,1991,8.6833,50.1167
Defender,1991,7.1,51.5167
Midfielder,1991,10.0056,50.8872
Forward,1991,9.9333,47.5833
Forward,1991,-1.6167,6.6667
Forward,1991,22.9,40.65
Midfielder,1991,22.2,40.5167
Forward,1991,-87.2167,14.1
Midfielder,1991,-87.4667,15.7833
Goalkeeper,1991,19.0514,47.4925
Goalkeeper,1991,19.0514,47.4925
Defender,1991,19.25,47.4333
Forward,1991,18.3947,47.5861
Midfielder,1991,51.4167,35.6833
Forward,1991,51.4167,35.6833
Midfielder,1991,51.4231,35.6961
Midfielder,1991,51.4231,35.6961
Forward,1991,14.25,40.8333
Midfielder,1991,14.4833,41.0333
Midfielder,1991,9.4833,45.7167
Goalkeeper,1991,-99.1333,19.4333
Midfielder,1991,-97.8686,22.2553
Midfielder,1991,-55.1667,5.8667
Defender,1991,3.6008,51.4636
Midfielder,1991,5.6,6.3167
Forward,1991,7.4403,10.5231
Defender,1991,-5.93,54.5969
Forward,1991,-1.3361,52.0611
Forward,1991,5.6197,62.23
Defender,1991,10.95,59.2053
Defender,1991,14.5167,59.3333
Defender,1991,9.71,59.1156
Forward,1991,-57.6667,-25.2667
Midfielder,1991,-57.4872,-25.27
Midfielder,1991,-57.6667,-25.2667
Midfielder,1991,-57.6667,-25.2667
Defender,1991,-57.6667,-25.2667
Forward,1991,21.0167,52.2333
Defender,1991,21.0167,52.2333
Forward,1991,-8.0667,41.2667
Defender,1991,-8.8833,38.5333
Defender,1991,13.5,-14.9167
Forward,1991,-7.5,40.2833
Defender,1991,25.6444,44.9803
Midfielder,1991,23.8167,44.3333
Forward,1991,25.6167,45.6667
Forward,1991,-4.2589,55.8581
Defender,1991,-3.0539,52.8597
Forward,1991,-4.2589,55.8581
Defender,1991,-4.4236,55.8467
Midfielder,1991,-4.2589,55.8581
Defender,1991,126.9667,37.55
Defender,1991,126.9781,37.5667
Midfielder,1991,128.6167,38.0667
Forward,1991,34.9833,48.45
Midfielder,1991,-7.55,43.0167
Defender,1991,-5.57,42.6056
Midfielder,1991,2.0581,41.3681
Midfielder,1991,-0.8833,41.65
Goalkeeper,1991,-4.9833,39.9833
Defender,1991,-5.9869,37.3772
Midfielder,1991,-2.2,43.0333
Forward,1991,-2.9236,43.2569
Midfielder,1991,16.5528,59.6161
Forward,1991,16.45,57.0333
Midfielder,1991,16.3628,56.6614
Forward,1991,16.45,57.0333
Midfielder,1991,16.3833,56.5167
Midfielder,1991,16.5528,59.6161
Forward,1991,22.6,37.7167
Defender,1991,-90.1294,38.7178
Forward,1991,-57.8,-33.65
Midfielder,1991,-56.1819,-34.8836
Forward,1991,-56.1819,-34.8836
Midfielder,1991,-56.1819,-34.8836
,1991.5,0.0833,35.9333
Forward,1991.5,144.9631,-37.8136
Defender,1991.5,16.3667,48.2
Goalkeeper,1991.5,16.3667,48.2
Defender,1991.5,16.3667,48.2
Forward,1991.5,16.3667,48.2
Midfielder,1991.5,5.05,50.9833
Forward,1991.5,-63.1833,-17.8
Forward,1991.5,-51.23,-30.0331
Midfielder,1991.5,-34.9778,-7.1139
Forward,1991.5,-38.4767,-12.9747
Midfielder,1991.5,9.6833,4.05
Forward,1991.5,-58.1,6.8
Midfielder,1991.5,-58.75,5
Forward,1991.5,-72.7,-37.2667
Forward,1991.5,-70.6667,-33.45
Defender,1991.5,121.5,31.2
Defender,1991.5,-75.5906,6.2308
Forward,1991.5,-76.7333,8.1
Midfielder,1991.5,-74.2053,11.2419
Defender,1991.5,17.2167,43.45
Defender,1991.5,14.4167,45.3167
Defender,1991.5,15.9833,45.8167
Defender,1991.5,16.45,43.51
Midfielder,1991.5,13.3775,49.7475
Goalkeeper,1991.5,17.1097,48.1439
Forward,1991.5,12.5683,55.6761
Forward,1991.5,,
Forward,1991.5,12.5683,55.6761
Defender,1991.5,,
Forward,1991.5,-1.5492,53.7997
Forward,1991.5,-2.2333,53.4667
Midfielder,1991.5,-1.8936,52.4831
Midfielder,1991.5,-2.2333,53.4667
Defender,1991.5,0.0078,51.5347
Forward,1991.5,-1.415,53.5783
Midfielder,1991.5,27.2667,61.6833
Goalkeeper,1991.5,3.1492,46.9511
Forward,1991.5,-17.4467,14.6928
Forward,1991.5,22.9,40.65
Midfielder,1991.5,21.7833,40.3
