Position,MeanYear,Longitude,Latitude
Defender,1951.5,,
Defender,1951.5,-1.2831,53.4992
Defender,1951.5,-3.0083,53.6453
Forward,1951.5,-1.5681,55.1811
Midfielder,1951.5,-0.6331,35.6969
Goalkeeper,1951.5,3.2189,43.3475
Forward,1951.5,,
Midfielder,1951.5,2.7253,50.4425
Forward,1951.5,8.05,52.2833
,1951.5,19.17,47.5153
Forward,1951.5,19.0514,47.4925
,1951.5,34.7833,32.0667
Midfielder,1951.5,11.8667,45.4167
Midfielder,1951.5,13.6675,45.5344
Forward,1951.5,10.7333,43.8833
Forward,1951.5,15.9,41.2667
,1951.5,-77.0283,-12.0433
Midfielder,1951.5,-9.15,38.7667
Midfielder,1951.5,21.23,45.7597
Midfielder,1951.5,-3.3111,56.1281
Midfielder,1951.5,-3.5158,55.8833
Defender,1951.5,-3.7164,56.0119
Forward,1951.5,-3.1889,55.9531
Midfielder,1951.5,-3.7167,40.3833
Midfielder,1951.5,-0.3114,39.2
Forward,1951.5,-8.7125,42.2314
Forward,1951.5,-3.0056,43.3108
Defender,1952,16.3667,48.2
Forward,1952,16.3667,48.2
Forward,1952,-46.325,-23.9369
Forward,1952,,
Defender,1952,,
Forward,1952,,
Forward,1952,14.4167,50.0833
Forward,1952,12.5683,55.6761
Defender,1952,-3.0503,53.8142
Midfielder,1952,-1.7519,53.8
Goalkeeper,1952,-2.0753,52.5528
Forward,1952,-2.43,53.5786
Defender,1952,-2.5833,51.45
Midfielder,1952,-2.6989,53.7589
Goalkeeper,1952,0.5497,51.3792
Midfielder,1952,5.9667,50.95
Forward,1952,9.5333,48.8
Midfielder,1952,2.2178,48.9261
Goalkeeper,1952,6.7625,51.435
Defender,1952,13.3833,52.5167
Defender,1952,16.3667,48.2
Forward,1952,8.4039,49.0092
Midfielder,1952,13.3833,52.5167
Forward,1952,19,50.25
Forward,1952,11.6,49.9667
Forward,1952,13.1128,51.1194
Defender,1952,16.5522,47.3819
Forward,1952,19.0514,47.4925
Defender,1952,13.2333,46.0667
Midfielder,1952,9.9833,45.3167
Midfielder,1952,12.3667,45.6333
Midfielder,1952,9.6833,45.6333
Midfielder,1952,11,44.4667
Forward,1952,4.9,52.3667
,1952,4.4,51.9167
Forward,1952,5.0833,51.55
Defender,1952,-9.15,38.7667
Goalkeeper,1952,-9.15,38.7667
Defender,1952,,
Forward,1952,-3.9853,55.7839
Forward,1952,-3.1889,55.9531
Defender,1952,-3.6031,55.07
Forward,1952,48.0367,46.3236
Forward,1952,30.1333,59.5833
Forward,1952,37.6167,55.75
Forward,1952,,
Goalkeeper,1952,30.3,59.95
Forward,1952,37.8167,55.9167
Forward,1952,41.8167,53.45
Defender,1952,2.2333,41.575
Forward,1952,-5.7556,41.4989
Goalkeeper,1952,8.5167,47.1667
Midfielder,1952,28.955,41.0136
Defender,1952,-56.1667,-34.8833
Forward,1952.5,-57.9544,-34.9211
Defender,1952.5,16.3667,48.2
Forward,1952.5,4.4,51.2167
Midfielder,1952.5,4.35,50.85
Forward,1952.5,12.5894,55.7597
Defender,1952.5,-1.4289,54.9919
Forward,1952.5,-0.0781,51.5261
Goalkeeper,1952.5,-1.8642,52.4506
Midfielder,1952.5,-0.9769,51.1497
Forward,1952.5,-1.4669,53.3836
Forward,1952.5,-3.5856,54.5481
Midfielder,1952.5,-2.485,52.6278
Forward,1952.5,-0.015,51.4911
Midfielder,1952.5,6.8739,51.1614
Midfielder,1952.5,9.5,51.3167
Forward,1952.5,13.3833,52.5167
Forward,1952.5,7.7689,49.4447
Defender,1952.5,19.0514,47.4925
Midfielder,1952.5,17.7822,46.3639
Forward,1952.5,51.4231,35.6961
Forward,1952.5,14.4167,40.9167
Midfielder,1952.5,135.1831,34.6906
Forward,1952.5,135.1831,34.6906
Midfielder,1952.5,139.7667,35.6833
Defender,1952.5,139.7667,35.6833
Forward,1952.5,139.6917,35.6894
Midfielder,1952.5,-99.1333,19.4333
Midfielder,1952.5,4.5,51.9167
Goalkeeper,1952.5,4.6167,52.4667
Forward,1952.5,4.5,51.9167
Forward,1952.5,,
,1952.5,10.0164,59.0811
,1952.5,18.9,50.3833
Forward,1952.5,18.95,50.3
Defender,1952.5,-9.15,38.7667
Midfielder,1952.5,-9.1392,38.7136
Forward,1952.5,-9.0667,38.6667
Midfielder,1952.5,-4.2589,55.8581
Forward,1952.5,-3.1889,55.9531
Midfielder,1952.5,-16.25,28.4667
Defender,1952.5,12.9403,57.7211
Midfielder,1952.5,16.6,58.2
Midfielder,1952.5,16.6,58.2
Defender,1952.5,12.9403,57.7211
Goalkeeper,1952.5,7.45,46.95
,1952.5,34.6333,36.8
Forward,1952.5,28.955,41.0136
Defender,1952.5,-75.1667,39.95
Forward,1953,16.3667,48.2
Midfielder,1953,5.5667,50.6333
Forward,1953,-46.6333,-23.55
,1953,,
Midfielder,1953,23.3333,42.7
Forward,1953,18.2925,49.8356
Defender,1953,-1.3167,54.5667
Forward,1953,-1.3811,54.9061
Forward,1953,22.2667,60.45
Defender,1953,3.2519,50.3306
Defender,1953,3.1931,36.7375
Defender,1953,5.7781,49.2864
Midfielder,1953,5.37,43.2964
Goalkeeper,1953,3.08,50.3714
Defender,1953,4.75,49.7333
Midfielder,1953,11,49.4667
Defender,1953,7.7689,49.4447
Defender,1953,18.1422,46.3819
Forward,1953,18.9333,45.85
Forward,1953,19.0514,47.4925
Midfielder,1953,12.25,45.6667
Midfielder,1953,9.6833,45.3667
Forward,1953,13.3167,45.9
Midfielder,1953,5.8667,51.85
Midfielder,1953,4.5,51.9167
Defender,1953,4.5,51.9167
Midfielder,1953,4.7833,51.5833
Forward,1953,-57.635,-25.2819
Forward,1953,-9.15,38.7667
Midfielder,1953,-9.15,38.7667
Midfielder,1953,-3.9719,55.7369
Forward,1953,-3.9833,55.8667
Forward,1953,-3.6022,56.0883
Forward,1953,41.0153,43.0033
Forward,1953,-0.8833,41.65
Forward,1953,-71.0636,42.3581
Forward,1953,-71.0636,42.3581
Midfielder,1953,7.45,46.95
Defender,1953,-90.1978,38.6272
Defender,1953,-3.8175,56.0047
Goalkeeper,1953.5,16.3667,48.2
Midfielder,1953.5,16.3667,48.2
Midfielder,1953.5,4.35,50.85
,1953.5,,
Defender,1953.5,-2.2331,48.5239
Defender,1953.5,7.7689,49.4447
Defender,1953.5,21.9006,45.6861
Defender,1953.5,88.3167,22.5833
Midfielder,1953.5,11.1,43.7667
Midfielder,1953.5,11.1,43.7667
Forward,1953.5,8.5167,45.5667
Forward,1953.5,135.1831,34.6906
Forward,1953.5,-103.3919,20.7203
,1953.5,-103.35,20.6667
Forward,1953.5,5.4833,51.4333
Forward,1953.5,4.5,51.9167
Defender,1953.5,-9.15,38.7667
Forward,1953.5,-3.7836,56.0011
Forward,1953.5,-2.84,55.55
Goalkeeper,1953.5,,
Forward,1953.5,13.1667,60.5
Forward,1953.5,13.1667,60.5
Goalkeeper,1953.5,,
Goalkeeper,1953.5,29.0072,41.0425
Defender,1953.5,32.8667,39.9333
Forward,1953.5,-64.1833,-31.4167
Forward,1954,153.0278,-27.4678
Goalkeeper,1954,4.4,51.2167
,1954,4.3667,51.0833
Midfielder,1954,4.3667,51.0833
Forward,1954,4.4,51.2167
Goalkeeper,1954,-46.6333,-23.55
Forward,1954,-2.1578,52.9978
Defender,1954,,
Forward,1954,-1.7833,51.5667
Midfielder,1954,-2.6969,53.6919
Midfielder,1954,-3.0342,53.4872
Forward,1954,-1.5,54.8431
Defender,1954,-2.2333,53.4667
Forward,1954,-2.1333,52.5833
Forward,1954,-2.43,53.5786
Forward,1954,3.0147,50.4847
Midfielder,1954,13.3833,52.5167
Forward,1954,6.1333,50.8167
Defender,1954,18.7833,50.3
Midfielder,1954,7.2158,51.4819
Forward,1954,10.2833,50.8
Midfielder,1954,19.0514,47.4925
Midfielder,1954,11.8667,45.1333
Defender,1954,11.3514,44.5075
Midfielder,1954,11.55,45.55
Midfielder,1954,-58.3817,-34.6033
Defender,1954,139.7667,35.6833
Midfielder,1954,139.7667,35.6833
Goalkeeper,1954,139.6917,35.6894
Goalkeeper,1954,132.4553,34.3853
Midfielder,1954,139.7667,35.6833
Forward,1954,6.0167,49.6333
Forward,1954,7.4833,9.0667
Forward,1954,24.7167,48.9167
Midfielder,1954,-9.15,38.7667
Midfielder,1954,-9.15,38.7667
Midfielder,1954,32.5833,-25.9667
Defender,1954,26.1039,44.4325
Forward,1954,26.1039,44.4325
Defender,1954,-3.3197,56.1406
Forward,1954,-3.1833,55.95
Goalkeeper,1954,-4.3864,55.7967
Forward,1954,,
Midfielder,1954,-4.2589,55.8581
Forward,1954,-3.17,55.98
Defender,1954,37.8833,55.7667
Midfielder,1954,37.8167,55.9167
Defender,1954,-5.3156,35.8883
Forward,1954,-3.7167,40.3833
Defender,1954,11.9667,57.7
Forward,1954,12.8572,56.6739
Forward,1954,13.2,55.7
Forward,1954,12.8572,56.6739
Defender,1954,11.9667,57.7
Forward,1954,13.2,55.7
Forward,1954,29.0072,41.0425
Forward,1954,28.955,41.0136
Forward,1954.5,-58.5167,-34.5333
Forward,1954.5,4.35,50.85
Midfielder,1954.5,4.5,51.25
Forward,1954.5,-43.3719,-22.8039
Forward,1954.5,12.3833,51.3333
Forward,1954.5,-0.7581,51.2481
Midfielder,1954.5,-2.1833,53
Forward,1954.5,-1.4669,53.3836
Forward,1954.5,-1.2342,54.5753
Forward,1954.5,-0.1036,51.5261
Forward,1954.5,-2.1833,53
Forward,1954.5,-0.5,43.8833
Forward,1954.5,23.95,50.6333
Defender,1954.5,11.5667,48.1333
Defender,1954.5,6.9667,51.5667
Midfielder,1954.5,8.6097,50.1317
Forward,1954.5,7.1,51.5167
Goalkeeper,1954.5,18.7292,47.7194
Midfielder,1954.5,19.1333,47.45
Forward,1954.5,10.8833,44.7833
Midfielder,1954.5,138.3833,34.9833
Forward,1954.5,132.4553,34.3853
Goalkeeper,1954.5,3.8833,51.5
Defender,1954.5,-5.93,54.5969
Defender,1954.5,10.2236,59.1458
Forward,1954.5,-57.635,-25.2819
Defender,1954.5,-75.7333,-14.0667
Defender,1954.5,,
Forward,1954.5,-8.5931,40.99
Defender,1954.5,-16.7667,32.7
Midfielder,1954.5,23.2914,45.3811
Defender,1954.5,24.1522,45.7958
Defender,1954.5,-2.11,57.1525
Goalkeeper,1954.5,-2.7147,56.5006
Defender,1954.5,-3.3681,56.0958
Midfielder,1954.5,-4.2611,55.8375
Defender,1954.5,37.6167,55.75
Forward,1954.5,7.45,46.95
Forward,1954.5,7.2167,47.2333
Forward,1955,-58.3817,-34.6033
,1955,116.1561,-33.3631
,1955,151.75,-32.9167
Midfielder,1955,16.3667,48.2
Defender,1955,16.35,48.2
Goalkeeper,1955,2.9667,51.15
Forward,1955,6.0167,50.4167
Forward,1955,-65.7158,-21.4375
Forward,1955,-42.51,-22.92
Goalkeeper,1955,-43.1964,-22.9083
Goalkeeper,1955,-70.3331,-27.3664
Defender,1955,-84.1167,9.9964
Goalkeeper,1955,,
Defender,1955,14.4167,50.0833
Midfielder,1955,,
Midfielder,1955,-2.43,53.5786
Defender,1955,-2.7461,53.4542
Goalkeeper,1955,-1.8936,52.4831
Goalkeeper,1955,-1.5128,54.9717
Forward,1955,-2.44,53.0989
Forward,1955,-2.5833,51.45
Forward,1955,-1.4792,53.5536
Defender,1955,2.5025,50.4731
Goalkeeper,1955,,
Midfielder,1955,-61.0167,14.7333
Forward,1955,2.9336,50.53
Midfielder,1955,7.4408,49.3861
Defender,1955,13.3833,52.5167
Midfielder,1955,13.3833,52.5167
Forward,1955,7.5978,50.3597
Goalkeeper,1955,7.0131,51.4508
Defender,1955,6.85,51.55
Midfielder,1955,23.7167,37.9667
Midfielder,1955,19.5433,47.2844
Defender,1955,21.6392,47.53
Goalkeeper,1955,16.6219,47.235
Defender,1955,19.0514,47.4925
Forward,1955,34.7833,32.0667
Midfielder,1955,10.9833,45.4333
Midfielder,1955,8.4167,45.3167
Defender,1955,10.9333,44.65
Midfielder,1955,12.8667,46
Defender,1955,13.3667,45.8667
Midfielder,1955,9.1833,45.4667
Midfielder,1955,139.6917,35.6894
Goalkeeper,1955,135.1831,34.6906
Defender,1955,139.7667,35.6833
Forward,1955,139.7667,35.6833
Goalkeeper,1955,132.4553,34.3853
Forward,1955,132.4553,34.3853
Forward,1955,139.6917,35.6894
Forward,1955,139.7667,35.6833
Forward,1955,139.7667,35.6833
Forward,1955,135.1956,34.69
Defender,1955,-6.6611,55.1331
Midfielder,1955,10.75,59.95
Forward,1955,24.8122,47.4217
Defender,1955,35.0058,-15.7861
Forward,1955,-4.2333,55.4667
Forward,1955,,
Goalkeeper,1955,-3.1889,55.9531
Forward,1955,-4.4867,55.5133
Midfielder,1955,-4.2589,55.8581
Defender,1955,-4.5833,55.9833
Defender,1955,37.7667,55.675
Defender,1955,37.2667,55.6667
Forward,1955,37.6167,55.75
Forward,1955,49.8822,40.3953
Forward,1955,38.9667,45.0333
Defender,1955,32.8667,39.9333
Forward,1955,-56.1667,-34.8833
Midfielder,1955.5,-58.3817,-34.6033
Defender,1955.5,-58.4,-34.7
Goalkeeper,1955.5,,
Defender,1955.5,-68.8167,-32.8833
Defender,1955.5,151.1572,-33.8847
Forward,1955.5,16.3667,48.2
Defender,1955.5,-43.1964,-22.9083
Forward,1955.5,-48.1761,-21.7947
Forward,1955.5,-74.2053,11.2419
Defender,1955.5,12.0833,50.8806
Defender,1955.5,-2.2333,53.4667
Midfielder,1955.5,28.0456,-26.2044
Midfielder,1955.5,4.0347,49.2628
Midfielder,1955.5,2.7253,50.4425
Defender,1955.5,-3.4019,47.835
Forward,1955.5,0.0833,35.9333
Defender,1955.5,9.1667,48.8167
Defender,1955.5,6.4833,50.8
Forward,1955.5,7.0131,51.4508
,1955.5,-0.2,5.55
Defender,1955.5,19.0833,47.5667
Defender,1955.5,,
Forward,1955.5,19.0514,47.4925
Midfielder,1955.5,10.7711,43.8828
Defender,1955.5,11.7,45.6333
Forward,1955.5,,
Forward,1955.5,11.7189,64.0581
Midfielder,1955.5,21.0167,52.2333
Goalkeeper,1955.5,-9.0667,38.6667
Forward,1955.5,-9.15,38.7667
Midfielder,1955.5,-9.1583,38.6803
Goalkeeper,1955.5,26.3,44.2167
Midfielder,1955.5,-3.9,55.5833
Goalkeeper,1955.5,-3.1889,55.9531
Forward,1955.5,-4.2589,55.8581
Forward,1955.5,36.5,55.2
Forward,1955.5,37.6167,55.75
Forward,1955.5,37.9333,55.6667
Goalkeeper,1955.5,2.1833,41.3833
Forward,1955.5,16.2,58.6
Forward,1955.5,16.2,58.6
Midfielder,1955.5,7.45,46.95
Forward,1955.5,7.6333,47.5833
Forward,1955.5,29.12,40.8578
Defender,1956,-7.3075,54.9958
Defender,1956,16.3667,48.2
Midfielder,1956,16.35,48.2
Defender,1956,4.4,51.2167
Defender,1956,4.4167,51.1833
Defender,1956,4.5167,51.1
Forward,1956,-43.1964,-22.9083
Forward,1956,-43.1964,-22.9083
Midfielder,1956,-51.23,-30.0331
Goalkeeper,1956,-43.1964,-22.9083
,1956,116.3917,39.9139
Forward,1956,16.4356,46.3861
Forward,1956,17.8,43.3333
Forward,1956,18.6728,49.6778
Defender,1956,14.4167,50.0833
Midfielder,1956,31.2333,30.05
Goalkeeper,1956,-1.5106,52.4081
Defender,1956,-0.6503,53.5808
Forward,1956,-2.54,53.5919
Forward,1956,-0.9731,51.4542
Forward,1956,-2.2844,51.265
Forward,1956,26.0333,60.45
Forward,1956,26.9667,62.8833
Goalkeeper,1956,7.75,48.5833
Forward,1956,19.0514,47.4925
Goalkeeper,1956,6.9667,50.95
Goalkeeper,1956,7.1,51.5167
Defender,1956,7.5653,51.4458
Midfielder,1956,13.3833,52.5167
Defender,1956,9.3333,51.1
Forward,1956,12.15,49.6667
Forward,1956,8.2167,52.6
Midfielder,1956,6.7833,51.2333
Midfielder,1956,11,49.4667
Forward,1956,9.3333,48.6333
Forward,1956,88.3333,22.65
Midfielder,1956,12.0389,45.7753
Forward,1956,-56.1819,-34.8836
Midfielder,1956,9.6833,45.3667
Forward,1956,11.15,45.1833
Forward,1956,10.7711,43.8828
Forward,1956,139.6422,35.4475
Forward,1956,139.55,35.95
Midfielder,1956,4.5,51.9167
Forward,1956,6.1667,51.3667
Midfielder,1956,-5.93,54.5969
Forward,1956,-77.0283,-12.0433
Midfielder,1956,-77.0283,-12.0433
Forward,1956,22.5703,51.2481
Midfielder,1956,21.9211,47.0722
Goalkeeper,1956,27.9572,45.2692
Forward,1956,27.9572,45.2692
Forward,1956,-4.0261,55.8164
Midfielder,1956,-4.2589,55.8581
Defender,1956,-4.2589,55.8581
Forward,1956,-2.9611,55.9597
Forward,1956,-3.9069,56.0181
Forward,1956,-3.2333,56.1667
Midfielder,1956,22.75,48.45
Forward,1956,37.625,48.8533
Midfielder,1956,22.75,48.45
Forward,1956,37.6167,55.75
Forward,1956,41.1167,45
Defender,1956,2.1833,41.3833
Midfielder,1956,-2.9025,43.1797
Midfielder,1956,18.0686,59.3294
Forward,1956,17.8,59.7167
Forward,1956,18.0667,59.35
Midfielder,1956,18.0686,59.3294
Forward,1956,18.0667,59.35
Forward,1956,17.8,59.7167
Defender,1956,7.45,46.95
Goalkeeper,1956,7.45,46.95
Forward,1956,-56.1819,-34.8836
Midfielder,1956.5,-55.9,-27.3667
Defender,1956.5,-60.6667,-32.95
Forward,1956.5,-58.3667,-34.6667
Forward,1956.5,14.4167,50.0833
Forward,1956.5,4.35,50.85
Forward,1956.5,-46.3922,-23.9633
Defender,1956.5,-51.23,-30.0331
Defender,1956.5,-84.0833,9.9333
Goalkeeper,1956.5,17.5883,48.3775
Forward,1956.5,-1.4019,53.6167
Midfielder,1956.5,-2.0889,52.5081
Forward,1956.5,3.9672,49.0661
Forward,1956.5,5.63,49.2161
Forward,1956.5,-8.0089,31.63
Forward,1956.5,10.8781,48.3919
Defender,1956.5,19.0514,47.4925
Midfielder,1956.5,20.145,46.255
Forward,1956.5,51.4167,35.6833
Forward,1956.5,139.8167,36.5167
Midfielder,1956.5,4.3167,52.0833
Defender,1956.5,5.7189,58.9633
Defender,1956.5,18.9,50.3833
Forward,1956.5,,
Midfielder,1956.5,-9.15,38.7667
Forward,1956.5,-7.2833,39.1167
Defender,1956.5,24.8122,47.4217
Defender,1956.5,-4.6614,55.62
Forward,1956.5,-3.1833,55.95
Midfielder,1956.5,-3.7836,56.0011
Forward,1956.5,125.7381,39.0194
Midfielder,1956.5,-3.0131,43.3256
Forward,1956.5,-60.5667,-33.8833
Defender,1956.5,6.8167,47.1
Defender,1956.5,29.9167,40.7667
Midfielder,1956.5,32.8667,39.9333
Forward,1956.5,-64.1833,-31.4167
Goalkeeper,1957,-58.3817,-34.6033
Goalkeeper,1957,16.3667,48.2
Defender,1957,16.35,48.2
Forward,1957,16.35,48.2
Forward,1957,-46.6333,-23.55
Midfielder,1957,-41.3239,-21.7539
Forward,1957,14.4167,50.0833
Forward,1957,,
Midfielder,1957,12.5683,55.6761
Forward,1957,12.5333,52.4167
Defender,1957,-1.4,50.9
Forward,1957,-1.1875,53.555
Defender,1957,-2.3917,53.8711
Midfielder,1957,,
Defender,1957,3.0147,50.4847
Defender,1957,7.3556,48.0817
Forward,1957,7.7667,36.9
Midfielder,1957,2.45,48.9333
Forward,1957,4.7622,44.1786
Midfielder,1957,6.0614,43.4058
Midfielder,1957,2.6656,50.4803
Forward,1957,2.5639,50.5208
Forward,1957,13.3833,52.5167
Midfielder,1957,9.0933,54.1961
Midfielder,1957,7.1,51.5167
Midfielder,1957,6.9911,50.8914
Midfielder,1957,19.7869,48.0853
Midfielder,1957,-58.3817,-34.6033
Forward,1957,18.4239,-33.9253
Midfielder,1957,138.3833,34.9833
Midfielder,1957,139.7667,35.6833
Midfielder,1957,4.3,51.5
Forward,1957,4.6167,52.4667
Forward,1957,-5.93,54.5969
Defender,1957,-57.46,-25.49
Defender,1957,-9.15,38.7667
Defender,1957,113.55,22.1667
Defender,1957,-9.15,38.7667
Forward,1957,-9.15,38.7667
Forward,1957,-9.15,38.7667
Midfielder,1957,15.7333,-12.7667
Forward,1957,13.5333,-12.3667
Forward,1957,26.1039,44.4325
Forward,1957,-3.3497,56.4511
Midfielder,1957,-3.8342,55.7336
Forward,1957,-2.97,56.4639
Goalkeeper,1957,81.2,51.5167
Defender,1957,-2.9917,43.2972
Defender,1957,-57.46,-25.49
Midfielder,1957,17.0333,60.65
Midfielder,1957,18.0686,59.3294
Midfielder,1957,17.0333,60.65
Midfielder,1957,18.0686,59.3294
Defender,1957,7.5333,47.2167
Defender,1957,27.2667,44.1167
Forward,1957.5,-58.3817,-34.6033
Defender,1957.5,16.35,48.2
Forward,1957.5,16.35,48.2
Midfielder,1957.5,5.6833,50.6167
Forward,1957.5,-47.6492,-22.7253
Defender,1957.5,13.7414,50.0619
Defender,1957.5,15.7792,50.0386
Forward,1957.5,19.6692,48.3286
Midfielder,1957.5,-2.6989,53.7589
Midfielder,1957.5,-2.7625,53.4156
Defender,1957.5,3.2167,36.7667
Goalkeeper,1957.5,,
Defender,1957.5,11,49.4667
Forward,1957.5,10.2111,53.5406
Forward,1957.5,,
,1957.5,,
Midfielder,1957.5,16.8039,47.0481
Forward,1957.5,16.6219,47.235
Forward,1957.5,46.3,38.0667
Forward,1957.5,13.4667,45.8
Midfielder,1957.5,9.5833,45.7
Goalkeeper,1957.5,12.3944,44.2
Forward,1957.5,132.4553,34.3853
Forward,1957.5,5.9,49.5333
Forward,1957.5,-99.1333,19.4333
Forward,1957.5,4.6667,51.8167
,1957.5,10.5067,59.9383
Forward,1957.5,-77.0283,-12.0433
Forward,1957.5,-80.6333,-5.2
Defender,1957.5,-8.6219,41.1619
Defender,1957.5,-9.2939,38.695
Forward,1957.5,23.9833,45
Midfielder,1957.5,-3.1889,55.9531
Midfielder,1957.5,-3.9719,55.7369
Goalkeeper,1957.5,43.6167,43.4833
Defender,1957.5,-3.805,43.4628
Defender,1957.5,-2.9236,43.2569
Forward,1957.5,12.7333,57.5833
Forward,1957.5,12.7333,57.5833
Defender,1957.5,-56.2417,-34.8631
Forward,1958,4.5333,36.4667
,1958,14.5,35.8833
Forward,1958,5.8,50.6333
Defender,1958,-47.6492,-22.7253
Defender,1958,-76.5222,3.4206
Forward,1958,,
Forward,1958,,
Forward,1958,14.4167,50.0833
Midfielder,1958,-0.0461,51.5153
Defender,1958,-0.1275,51.5072
Midfielder,1958,-1.3689,52.7239
Defender,1958,-2.4,53.5453
Goalkeeper,1958,-2.2981,53.5931
Goalkeeper,1958,-1.4175,54.7431
Defender,1958,-2.1211,52.5931
Forward,1958,-0.1458,51.5447
Forward,1958,2.7444,48.5964
Midfielder,1958,3.5233,50.3581
Defender,1958,2.4497,48.7325
Defender,1958,13.3833,52.5167
Forward,1958,11,49.4667
Midfielder,1958,13.0997,53.0667
Midfielder,1958,7.4667,51.5167
Midfielder,1958,13.3833,52.5167
Defender,1958,20.7917,48.1042
Midfielder,1958,19.0514,47.4925
Forward,1958,21.0911,46.6789
Defender,1958,7.6333,45.1167
Midfielder,1958,8.9333,45.4167
Midfielder,1958,-56.1819,-34.8836
Forward,1958,-43.1964,-22.9083
Midfielder,1958,-60.6667,-32.95
Forward,1958,132.4553,34.3853
Forward,1958,132.4553,34.3853
Goalkeeper,1958,139.65,35.8667
Defender,1958,135.5022,34.6939
Goalkeeper,1958,-99.1333,19.4333
Goalkeeper,1958,-104.3158,19.0522
Defender,1958,5.1667,52.2333
Midfielder,1958,4.5,51.9167
,1958,6.1667,51.3667
Midfielder,1958,5.8667,51
Defender,1958,4.9,52.3667
Forward,1958,-6.3489,54.1761
Forward,1958,-6.0333,54.5
Defender,1958,-77.0167,-12.0333
Midfielder,1958,-9.15,38.7667
Forward,1958,-9.15,38.7667
Forward,1958,26.1039,44.4325
Forward,1958,24.1522,45.7958
Defender,1958,-3.1889,55.9531
Forward,1958,-3.1889,55.9531
Defender,1958,28.1881,-25.7461
Midfielder,1958,-2.11,57.1525
Forward,1958,37.6167,55.75
Forward,1958,30.5233,50.45
Forward,1958,37.6167,55.75
Midfielder,1958,-5.9869,37.3772
Defender,1958,21.2,64.6167
Defender,1958,21.2,64.6167
Goalkeeper,1958,32.8667,39.9333
Forward,1958,-56.1819,-34.8836
Midfielder,1958,-56.1819,-34.8836
Midfielder,1958.5,-58.3833,-34.6
Defender,1958.5,15.4333,47.0667
Midfielder,1958.5,16.2167,47.8833
Defender,1958.5,-38.4767,-12.9747
Midfielder,1958.5,-97.1453,25.9561
Forward,1958.5,17.8158,49.4786
Midfielder,1958.5,17.6669,49.2331
Midfielder,1958.5,-2.2333,53.4667
Goalkeeper,1958.5,-1.2167,53.3833
Defender,1958.5,3.1242,46.4803
Forward,1958.5,13.3833,52.5167
Forward,1958.5,23.6333,37.95
,1958.5,19.0514,47.4925
Midfielder,1958.5,8.9167,45.7
Midfielder,1958.5,7.7,45.0667
Forward,1958.5,135.5022,34.6939
Forward,1958.5,139.7667,35.6833
Forward,1958.5,4.5,51.9167
Forward,1958.5,-57.635,-25.2819
,1958.5,21.1611,52.2589
Midfielder,1958.5,-8.4478,40.5744
Forward,1958.5,49.8822,40.3953
Forward,1958.5,60.5833,56.8333
Defender,1958.5,37.6167,55.75
Forward,1958.5,30.3,59.95
Midfielder,1958.5,37.6167,55.75
Goalkeeper,1958.5,2.7342,43.2192
Goalkeeper,1958.5,-1.7833,43.3667
Defender,1958.5,6.6333,46.5167
Goalkeeper,1958.5,7.45,46.95
Forward,1958.5,28.9167,41.0167
Forward,1958.5,28.955,41.0136
Forward,1958.5,-56.1667,-34.8833
Forward,1958.5,-56.1819,-34.8836
Goalkeeper,1959,30.5,50.45
Defender,1959,-61.1667,-33.05
Goalkeeper,1959,-62.7,-34.2667
Midfielder,1959,-61.75,-36.6
Forward,1959,-58.3817,-34.6033
Forward,1959,5.4667,50.7833
Forward,1959,4.35,50.85
Forward,1959,-43.8258,-22.47
Midfielder,1959,-74.7964,10.9639
Forward,1959,-58.3817,-34.6033
Defender,1959,13.7969,50.3572
Goalkeeper,1959,14.4167,50.0833
Goalkeeper,1959,10.2167,56.15
Forward,1959,12.1383,51.0478
,1959,0.0275,51.5508
Forward,1959,-1.2342,54.5753
Midfielder,1959,-2.02,52.5531
Midfielder,1959,-2.1244,52.4794
Defender,1959,-2.1833,53
Forward,1959,-1.5492,53.7997
Midfielder,1959,0,51.4833
Midfielder,1959,-2.2333,53.4667
Forward,1959,-2.0819,53.4475
Midfielder,1959,1.2586,51.2078
Forward,1959,-1.5236,54.1381
Goalkeeper,1959,9.1514,42.3064
Defender,1959,2.4628,48.7911
Forward,1959,2.4844,50.4875
Forward,1959,6.7833,51.2333
Forward,1959,13.3833,52.5167
Midfielder,1959,7.2167,51.55
Forward,1959,13.3833,52.5167
Forward,1959,18.3947,47.5861
Midfielder,1959,10.0333,45.1333
Defender,1959,139.7667,35.6833
Defender,1959,135.7683,35.0117
Goalkeeper,1959,135.5022,34.6939
Forward,1959,4.7833,51.5833
Goalkeeper,1959,-6.6167,54.75
Midfielder,1959,-77.0283,-12.0433
Defender,1959,-9.15,38.7667
Defender,1959,-9.15,38.7667
Goalkeeper,1959,-8.9333,38.2833
Midfielder,1959,-9.1392,38.7136
Defender,1959,22.89,47.79
Forward,1959,23.86,46.39
Forward,1959,-4.3083,55.8614
Midfielder,1959,-4.2589,55.8581
Forward,1959,-4.2589,55.8581
Midfielder,1959,-4.2589,55.8581
Forward,1959,127,37.5833
Goalkeeper,1959,42.0167,50.8
Defender,1959,0.6333,41.6167
Forward,1959,-3.7167,40.3833
Forward,1959,-6.0167,37.3667
Forward,1959,-58.3817,-34.6033
Midfielder,1959,18.0686,59.3294
